age,account_duration,monthly_spending,support_tickets,complaints,churn
54.45039483587424,16.338439591162135,24.687059037612197,19,5,1.0
21.783676330938064,1.103440592848004,160.88567137968354,19,8,1.0
60.736723083098525,54.85792839362994,355.2935737409569,11,7,1.0
54.7245958121378,7.065064973408468,108.9081915402447,18,6,0.0
22.230136593378788,34.59098853085521,339.9818923292095,13,0,0.0
22.41156113242998,16.44331324123236,485.25690259256254,16,2,0.0
69.30525808206113,33.2506801509476,56.01135073681501,2,1,0.0
37.462081379318256,39.08522330111185,339.57503793031185,6,4,1.0
37.27339164747833,49.784508222432095,227.43760745923987,16,4,1.0
60.26557749739013,12.385276305636193,435.38970464497766,11,4,1.0
67.25692602396066,0.6597497195088287,96.8033968292191,8,3,1.0
69.27205531878928,8.213137804128436,349.38671659082064,14,4,1.0
57.175665633464966,54.00111851088631,420.67649192757403,17,2,0.0
37.565498447607624,52.43340465375091,472.8609675422714,12,0,0.0
22.342037268330778,35.844786130218495,344.79153386192644,7,4,1.0
58.411639628226716,36.0310116260192,253.6156343641294,13,8,1.0
47.037020986261865,39.90220047277533,312.7451476985948,7,8,1.0
40.05954448084277,10.522276717406974,435.76344239457194,13,3,0.0
65.13042802492627,54.86471675549759,289.59877585302655,6,2,0.0
23.78226907991987,25.126231493524386,24.889659251450063,11,0,1.0
43.61650542312468,22.98831169496985,466.1648607984191,10,1,0.0
18.590389527905792,31.135062316970252,347.86810800546493,10,7,1.0
42.370353383694564,2.8179580065033027,341.4915590308508,12,0,1.0
20.92777033545554,9.977002125364764,115.68082467488142,17,7,1.0
24.178531645939742,44.282016985582224,332.85388041400205,1,6,1.0
24.111364832409453,4.967920075507588,202.99355877053765,14,7,1.0
51.7589357100353,36.189126567983294,329.1041587503311,19,5,1.0
56.79433372180201,14.720946580879257,62.230584850915456,17,8,0.0
48.3351757850523,23.35773684251859,332.34419925548764,14,2,0.0
68.03297252067618,17.321624206241992,499.71272562762664,18,9,0.0
37.493270135232606,21.34036298789695,33.62389904167245,11,3,1.0
32.85702848665676,43.14275431105473,488.81535026844546,12,5,1.0
63.16715466585193,17.827302937390503,209.3849007542066,10,7,1.0
29.62698360301154,33.98427841781383,436.66919066525696,4,4,1.0
68.08757205091179,28.56302413194598,393.36888718855397,0,2,0.0
18.63203268387045,39.820269921758886,287.83796788346723,2,5,1.0
68.43369898879723,56.20978435948548,371.84011253315,18,3,0.0
20.24431542142996,43.95432583261502,440.47262503766046,6,8,0.0
64.33944191229969,12.896422715445405,208.02875760900616,11,2,0.0
45.4404576724876,1.8709881036770803,170.24624916598697,14,3,1.0
69.63416939820362,15.735842657989505,337.1207589261565,4,6,1.0
21.83742136624074,35.70467584201529,405.8445115512167,14,6,1.0
46.80042278886868,3.085548809055021,383.5197160405417,7,3,1.0
68.40373185219315,29.78197483207418,400.9286879407309,9,5,0.0
45.20108789684774,35.81057093501335,223.43582425833716,15,2,0.0
50.72872918303365,20.05463344901765,410.7387659257606,7,5,1.0
54.178931827200095,46.25473222474932,68.90243713159813,0,1,0.0
41.63613536792421,6.395895188026309,276.7996580008163,11,7,1.0
50.6330201643713,4.508266904148526,12.82174364407957,4,1,1.0
48.38434422000121,43.6913253722162,169.04705665113244,2,6,1.0
64.86021654553143,29.729478972371908,189.56615208698497,0,8,1.0
20.363211777755808,41.30414378566416,204.12461888853514,3,0,0.0
32.610085858795976,26.089640316224774,350.7789312780325,7,7,1.0
67.42139717198106,14.784121994346409,200.3934696224694,2,6,1.0
64.29371676232765,49.146139060451986,229.85987508504002,9,5,1.0
41.694151144857074,47.964952738138756,126.39662412842046,1,5,1.0
50.24689508567991,41.68178825126561,192.89337789837663,10,5,1.0
32.4238215150189,16.328708233797762,121.36211735894422,9,8,1.0
27.782300305635587,35.41384001214523,45.86600264653738,13,1,1.0
42.11231705687907,21.658433816401608,305.68981075687515,6,0,0.0
36.374315857354745,5.494924399598049,337.42427129195795,1,5,1.0
48.350117816245344,55.038814527734566,313.5502695447111,8,9,1.0
22.04220112217921,8.209117855137684,237.11208146228046,15,7,1.0
68.66852999864065,57.01424122924814,196.09503228782262,12,2,0.0
69.28295871293935,26.760346377477344,433.0334882901944,8,9,1.0
